Type: filter
Name: Chroma ET540/80x batch 283571
Wavelength (nm), Transmission (0 to 1)
933,0.000001
934,0.0000009
935,0.0000009
936,0.0000008
937,0.0000008
938,0.0000008
939,0.0000008
940,0.0000007
941,0.000001
942,0.000001
943,0.000001
944,0.0000015
945,0.0000013
946,0.0000014
947,0.0000012
948,0.0000015
949,0.0000011
950,0.0000012
951,0.000001
952,0.0000012
953,0.0000009
954,0.0000011
955,0.000001
956,0.000001
957,0.000001
958,0.0000009
959,0.0000012
960,0.000001
961,0.0000012
962,0.0000013
963,0.0000013
964,0.0000015
965,0.0000015
966,0.0000015
967,0.0000015
968,0.0000013
969,0.0000013
970,0.0000012
971,0.0000012
972,0.0000012
973,0.0000011
974,0.0000011
975,0.0000012
976,0.0000011
977,0.0000012
978,0.0000013
979,0.0000013
980,0.0000014
981,0.0000015
982,0.0000015
983,0.0000013
984,0.0000015
985,0.0000013
986,0.0000013
987,0.0000013
988,0.0000012
989,0.000001
990,0.000001
991,0.0000011
992,0.000001
993,0.000001
994,0.0000012
995,0.000001
996,0.0000012
997,0.0000012
998,0.0000013
999,0.0000013
1000,0.0000014
